Date,Salesrep key,Product key,Customer key,Location key,Units sold
28/03/2016,81,33,40,2,18
28/03/2016,24,44,18,15,15
28/03/2016,13,21,34,13,15
28/03/2016,82,17,28,17,16
28/03/2016,57,16,11,1,11
28/03/2016,82,59,60,6,10
28/03/2016,6,16,19,3,10
28/03/2016,22,58,42,13,13
28/03/2016,9,4,54,24,10
28/03/2016,52,37,8,1,10
28/03/2016,68,35,55,18,11
28/03/2016,71,28,18,1,12
28/03/2016,10,54,9,7,15
28/03/2016,13,47,15,18,14
28/03/2016,4,24,54,7,15
28/03/2016,13,41,38,23,17
28/03/2016,83,72,54,3,13
28/03/2016,61,87,9,15,12
28/03/2016,57,72,37,12,12
28/03/2016,39,68,49,18,12
28/03/2016,68,9,11,6,12
28/03/2016,85,88,28,4,13
28/03/2016,38,76,52,12,18
28/03/2016,62,6,13,20,18
28/03/2016,56,65,26,6,13
28/03/2016,8,43,28,14,17
28/03/2016,78,72,38,20,18
28/03/2016,66,8,18,19,11
28/03/2016,82,42,6,9,17
28/03/2016,51,72,21,23,12
28/03/2016,20,68,1,2,10
28/03/2016,17,20,53,26,17
28/03/2016,51,84,46,26,11
28/03/2016,34,53,1,4,17
28/03/2016,55,4,18,3,14
28/03/2016,56,82,59,9,14
28/03/2016,74,14,38,9,15
28/03/2016,81,38,31,6,18
28/03/2016,28,64,13,19,17
28/03/2016,11,59,28,13,17
28/03/2016,3,83,3,6,17
28/03/2016,71,32,24,10,12
28/03/2016,76,7,4,21,11
28/03/2016,26,2,43,25,10
28/03/2016,35,37,17,10,16
28/03/2016,16,62,25,5,18
28/03/2016,48,58,57,5,18
28/03/2016,26,66,55,19,14
28/03/2016,25,61,35,5,15
28/03/2016,16,83,20,9,18
28/03/2016,71,21,12,4,18
28/03/2016,55,19,33,21,16
28/03/2016,72,9,37,14,10
28/03/2016,35,85,58,6,10
28/03/2016,72,85,35,4,15
28/03/2016,50,25,29,3,18
28/03/2016,35,55,55,22,10
28/03/2016,63,65,42,12,18
28/03/2016,64,14,31,2,12
28/03/2016,82,61,44,20,17
28/03/2016,57,48,38,21,14
28/03/2016,69,23,13,13,10
28/03/2016,52,66,54,25,11
28/03/2016,85,65,31,16,18
28/03/2016,8,59,34,19,18
28/03/2016,68,20,40,24,12
28/03/2016,56,64,33,3,16
28/03/2016,65,32,49,21,10
28/03/2016,43,57,11,4,15
28/03/2016,15,87,35,5,17
28/03/2016,61,67,50,21,15
28/03/2016,26,63,13,19,15
28/03/2016,2,72,55,16,15
28/03/2016,57,62,42,21,14
28/03/2016,7,33,8,20,13
28/03/2016,37,12,26,3,17
28/03/2016,23,39,9,10,15
28/03/2016,73,77,53,8,18
28/03/2016,79,46,26,24,16
28/03/2016,20,66,42,11,17
28/03/2016,13,41,16,5,17
28/03/2016,34,36,33,11,14
28/03/2016,49,18,19,5,12
28/03/2016,71,41,22,16,10
28/03/2016,7,5,1,17,10
28/03/2016,5,22,51,22,11
28/03/2016,70,49,46,12,16
28/03/2016,38,31,43,5,16
28/03/2016,47,21,11,4,18
28/03/2016,69,80,23,15,16
28/03/2016,50,66,1,20,10
28/03/2016,58,10,23,6,16
28/03/2016,9,81,10,21,15
28/03/2016,33,21,51,6,11
28/03/2016,9,45,4,10,10
28/03/2016,18,52,35,23,13
28/03/2016,3,45,48,3,13
28/03/2016,32,15,7,1,10
28/03/2016,29,62,26,22,18
28/03/2016,26,61,54,13,15
28/03/2016,81,20,8,14,14
28/03/2016,63,17,52,26,23
28/03/2016,75,26,10,4,17
28/03/2016,84,47,48,11,16
28/03/2016,24,50,25,8,22
28/03/2016,40,72,21,24,25
28/03/2016,3,50,32,24,24
28/03/2016,29,4,35,8,17
28/03/2016,76,2,8,8,26
28/03/2016,48,52,16,19,23
28/03/2016,24,82,19,6,22
28/03/2016,44,42,53,22,19
28/03/2016,34,38,32,23,21
28/03/2016,75,23,27,26,23
28/03/2016,38,38,37,21,20
28/03/2016,15,19,40,25,16
28/03/2016,20,78,34,18,19
28/03/2016,39,41,7,4,24
28/03/2016,64,7,28,8,20
28/03/2016,9,83,35,13,21
28/03/2016,20,2,52,1,20
28/03/2016,23,57,16,15,21
28/03/2016,23,27,14,1,20
28/03/2016,13,60,15,1,23
28/03/2016,24,57,46,22,19
28/03/2016,21,49,45,5,22
28/03/2016,41,7,12,10,18
28/03/2016,13,14,18,8,18
28/03/2016,69,85,59,26,21
28/03/2016,8,62,35,1,26
28/03/2016,46,61,38,5,20
28/03/2016,4,6,24,22,20
28/03/2016,82,73,39,9,16
28/03/2016,45,88,41,26,18
28/03/2016,83,56,20,18,20
28/03/2016,45,45,27,16,21
28/03/2016,28,8,39,17,22
28/03/2016,71,35,3,21,22
28/03/2016,65,36,28,24,22
28/03/2016,5,6,53,20,18
28/03/2016,42,65,56,10,21
28/03/2016,42,75,42,19,16
28/03/2016,72,13,54,25,18
28/03/2016,21,59,41,7,17
28/03/2016,53,2,52,26,26
28/03/2016,5,11,8,5,18
28/03/2016,18,48,23,1,26
28/03/2016,70,78,24,23,20
28/03/2016,85,23,2,24,21
28/03/2016,49,75,17,8,17
28/03/2016,17,73,39,4,24
28/03/2016,38,42,59,10,20
28/03/2016,55,57,14,15,22
28/03/2016,53,3,30,21,21
28/03/2016,6,55,16,2,19
28/03/2016,24,5,12,16,25
28/03/2016,25,80,42,20,21
28/03/2016,80,83,42,2,19
28/03/2016,1,82,52,14,18
28/03/2016,43,27,12,17,24
28/03/2016,55,62,28,9,22
28/03/2016,1,21,3,22,21
28/03/2016,48,66,12,15,19
28/03/2016,14,84,53,6,19
28/03/2016,1,48,14,24,18
28/03/2016,9,44,60,20,16
28/03/2016,7,36,24,8,19
28/03/2016,23,76,9,24,20
28/03/2016,64,5,38,25,21
28/03/2016,35,41,33,16,16
28/03/2016,72,65,50,18,24
28/03/2016,82,8,47,19,25
28/03/2016,21,34,39,1,22
28/03/2016,37,33,9,25,21
28/03/2016,70,38,11,18,22
28/03/2016,36,52,42,9,17
28/03/2016,68,29,16,2,22
28/03/2016,38,67,21,5,19
28/03/2016,82,24,39,23,20
28/03/2016,79,81,14,10,21
28/03/2016,35,69,7,14,19
28/03/2016,19,47,43,26,22
28/03/2016,85,53,3,20,22
28/03/2016,5,27,6,21,25
28/03/2016,35,66,40,12,21
28/03/2016,22,18,43,26,23
28/03/2016,28,80,42,17,19
28/03/2016,78,6,5,19,18
28/03/2016,19,33,51,26,21
28/03/2016,32,41,5,11,18
28/03/2016,36,50,2,6,24
28/03/2016,20,15,56,19,19
28/03/2016,37,25,17,12,23
28/03/2016,78,4,2,6,25
28/03/2016,25,8,60,3,17
28/03/2016,66,34,32,13,24
28/03/2016,13,19,1,25,21
28/03/2016,4,81,52,26,22
28/03/2016,17,20,35,26,18
28/03/2016,85,1,27,3,23
28/03/2016,83,25,24,2,20
28/03/2016,15,83,14,23,20
28/03/2016,29,48,37,16,21
28/03/2016,29,24,34,17,21
28/03/2016,18,67,26,3,22
28/03/2016,23,64,59,3,25
28/03/2016,48,37,25,4,26
28/03/2016,79,85,27,20,24
28/03/2016,81,83,17,17,23
28/03/2016,83,36,50,3,19
28/03/2016,71,69,20,17,24
28/03/2016,62,47,29,10,23
28/03/2016,77,87,29,2,23
28/03/2016,60,13,14,1,18
28/03/2016,31,34,44,3,19
28/03/2016,53,70,44,20,23
28/03/2016,41,71,36,1,17
28/03/2016,76,69,10,12,21
28/03/2016,66,57,5,7,20
28/03/2016,75,53,53,17,23
28/03/2016,53,81,8,10,24
28/03/2016,42,44,58,8,17
28/03/2016,44,83,51,22,19
28/03/2016,20,77,47,6,18
28/03/2016,10,84,44,9,21
28/03/2016,19,48,32,7,16
28/03/2016,41,55,21,3,20
28/03/2016,64,4,40,6,25
28/03/2016,44,20,32,10,17
28/03/2016,61,61,60,6,22
28/03/2016,16,33,34,2,21
28/03/2016,45,39,32,22,24
28/03/2016,28,68,11,10,18
28/03/2016,65,27,12,26,17
28/03/2016,77,52,10,23,21
28/03/2016,37,74,8,4,26
28/03/2016,74,59,57,10,16
28/03/2016,66,53,35,1,24
28/03/2016,56,26,12,20,19
28/03/2016,12,21,40,20,19
28/03/2016,38,85,34,22,24
28/03/2016,24,76,17,10,19
28/03/2016,62,14,45,9,19
28/03/2016,66,29,60,23,22
28/03/2016,10,34,6,24,17
28/03/2016,7,28,24,8,26
28/03/2016,25,70,41,3,19
28/03/2016,19,21,60,10,17
28/03/2016,9,80,42,25,15
28/03/2016,72,33,56,11,21
28/03/2016,71,55,5,26,21
28/03/2016,85,39,60,6,25
28/03/2016,47,68,36,26,23
28/03/2016,6,83,10,13,15
28/03/2016,50,66,41,24,19
28/03/2016,78,65,15,18,20
28/03/2016,53,21,54,5,22
28/03/2016,24,4,28,15,24
28/03/2016,55,34,45,25,23
28/03/2016,11,30,29,23,24
28/03/2016,23,81,5,5,18
28/03/2016,35,31,20,17,20
28/03/2016,48,85,59,12,22
28/03/2016,30,10,55,19,22
28/03/2016,49,16,19,6,19
29/03/2016,14,21,42,7,14
29/03/2016,37,33,45,22,18
29/03/2016,3,21,19,7,17
29/03/2016,2,60,11,3,12
29/03/2016,58,1,25,26,18
29/03/2016,60,51,50,15,10
29/03/2016,64,74,21,7,11
29/03/2016,59,56,8,6,15
29/03/2016,52,45,16,13,14
29/03/2016,82,84,34,18,14
29/03/2016,72,21,60,25,14
29/03/2016,66,28,11,11,18
29/03/2016,48,29,48,9,18
29/03/2016,44,81,16,24,11
29/03/2016,30,30,55,8,18
29/03/2016,8,70,48,4,13
29/03/2016,59,34,32,19,18
29/03/2016,4,82,39,17,12
29/03/2016,31,60,53,13,11
29/03/2016,80,10,15,17,18
29/03/2016,17,82,13,23,18
29/03/2016,68,1,8,16,18
29/03/2016,21,79,12,4,10
29/03/2016,24,17,29,5,12
29/03/2016,42,58,13,8,17
29/03/2016,60,75,57,22,10
29/03/2016,46,34,52,12,10
29/03/2016,55,15,35,4,13
29/03/2016,71,55,45,3,11
29/03/2016,3,43,35,23,12
29/03/2016,69,41,59,22,10
29/03/2016,46,36,7,12,11
29/03/2016,45,5,9,17,14
29/03/2016,6,25,57,15,16
29/03/2016,79,79,52,10,18
29/03/2016,34,31,54,9,12
29/03/2016,80,19,5,14,11
29/03/2016,65,82,34,1,12
29/03/2016,39,36,11,17,11
29/03/2016,61,72,43,24,17
29/03/2016,76,40,48,17,18
29/03/2016,56,34,21,19,14
29/03/2016,14,65,59,15,12
29/03/2016,71,27,24,21,13
29/03/2016,57,55,29,1,16
29/03/2016,44,88,4,11,18
29/03/2016,39,82,20,24,14
29/03/2016,71,48,58,6,15
29/03/2016,56,22,32,18,16
29/03/2016,63,33,43,16,15
29/03/2016,80,88,23,22,12
29/03/2016,48,2,60,12,13
29/03/2016,4,52,8,3,15
29/03/2016,26,87,27,14,14
29/03/2016,9,56,52,6,11
29/03/2016,82,7,54,16,12
29/03/2016,13,84,27,24,16
29/03/2016,41,56,9,19,17
29/03/2016,12,64,8,15,10
29/03/2016,52,27,15,2,17
29/03/2016,83,44,2,15,17
29/03/2016,45,56,40,19,14
29/03/2016,32,70,4,11,12
29/03/2016,10,53,47,13,12
29/03/2016,17,30,49,7,11
29/03/2016,14,22,56,11,13
29/03/2016,60,84,6,21,17
29/03/2016,3,55,18,20,14
29/03/2016,48,32,19,19,17
29/03/2016,73,75,30,17,13
29/03/2016,27,25,41,26,12
29/03/2016,15,6,10,6,10
29/03/2016,26,3,29,24,14
29/03/2016,54,82,11,18,11
29/03/2016,80,45,41,26,11
29/03/2016,53,76,6,16,14
29/03/2016,44,54,30,23,15
29/03/2016,26,1,52,15,12
29/03/2016,21,69,40,10,17
29/03/2016,58,33,31,12,15
29/03/2016,77,65,5,20,10
29/03/2016,60,67,12,10,10
29/03/2016,39,6,50,17,12
29/03/2016,28,44,57,18,15
29/03/2016,16,17,35,12,17
29/03/2016,64,38,49,1,16
29/03/2016,39,22,6,7,14
29/03/2016,31,50,25,1,16
29/03/2016,21,4,5,16,15
29/03/2016,6,78,4,5,17
29/03/2016,34,11,45,17,18
29/03/2016,2,25,23,6,14
29/03/2016,44,52,35,17,15
29/03/2016,10,66,33,21,14
29/03/2016,33,74,7,26,15
29/03/2016,63,88,11,13,12
29/03/2016,2,15,41,17,17
29/03/2016,60,50,19,8,10
29/03/2016,27,9,27,1,12
29/03/2016,56,59,38,7,18
29/03/2016,26,61,28,19,11
29/03/2016,1,27,39,4,16
29/03/2016,46,73,43,21,13
29/03/2016,3,69,53,19,13
29/03/2016,63,69,7,6,16
29/03/2016,74,80,27,4,12
29/03/2016,36,23,39,2,10
29/03/2016,74,85,23,19,11
29/03/2016,2,55,22,22,15
29/03/2016,33,1,16,10,17
29/03/2016,6,47,1,9,12
29/03/2016,35,59,3,12,11
29/03/2016,46,63,55,7,16
29/03/2016,30,82,5,19,14
29/03/2016,53,57,22,9,14
29/03/2016,36,75,26,20,11
29/03/2016,61,81,16,14,15
29/03/2016,5,72,60,1,16
29/03/2016,7,77,31,25,13
29/03/2016,56,21,37,26,16
29/03/2016,58,80,11,3,12
29/03/2016,32,60,55,21,14
29/03/2016,4,32,50,16,12
29/03/2016,2,9,17,4,18
29/03/2016,8,11,48,21,14
29/03/2016,20,2,33,8,17
29/03/2016,64,78,3,20,16
29/03/2016,74,23,20,22,12
29/03/2016,43,47,52,21,18
29/03/2016,9,16,29,15,18
29/03/2016,59,49,31,8,10
29/03/2016,84,32,30,4,14
29/03/2016,27,77,33,10,17
29/03/2016,39,36,54,24,11
29/03/2016,20,84,5,13,17
29/03/2016,13,31,60,7,14
29/03/2016,28,5,36,19,11
29/03/2016,81,39,9,25,17
29/03/2016,62,3,15,10,11
29/03/2016,54,78,27,15,10
29/03/2016,36,39,27,11,17
29/03/2016,31,74,27,3,18
29/03/2016,60,7,10,19,11
29/03/2016,28,22,58,14,14
29/03/2016,83,87,51,4,13
29/03/2016,67,84,7,10,16
29/03/2016,50,60,3,18,18
29/03/2016,82,53,29,17,12
29/03/2016,73,28,45,4,12
29/03/2016,62,61,31,22,14
29/03/2016,35,26,9,25,15
29/03/2016,59,63,49,13,11
29/03/2016,9,39,55,22,10
29/03/2016,27,85,47,13,18
29/03/2016,68,48,46,12,14
29/03/2016,10,87,26,3,18
29/03/2016,38,54,32,10,14
29/03/2016,70,59,59,11,16
29/03/2016,25,65,30,14,15
29/03/2016,43,64,49,14,12
29/03/2016,51,77,21,2,11
29/03/2016,80,57,54,15,16
29/03/2016,78,55,23,3,12
29/03/2016,41,12,44,13,12
29/03/2016,74,10,59,24,13
29/03/2016,84,74,37,1,18
29/03/2016,44,2,46,18,15
29/03/2016,3,30,12,8,10
29/03/2016,67,31,36,2,18
29/03/2016,45,53,9,10,16
29/03/2016,9,50,43,21,11
29/03/2016,72,44,44,14,11
29/03/2016,48,46,10,4,15
29/03/2016,15,87,17,26,10
29/03/2016,23,88,26,20,11
29/03/2016,39,59,60,23,18
29/03/2016,16,11,4,4,18
29/03/2016,69,61,58,23,16
29/03/2016,29,43,26,10,13
29/03/2016,35,45,29,3,18
29/03/2016,32,81,50,24,14
29/03/2016,40,87,8,12,18
29/03/2016,8,75,50,22,18
29/03/2016,76,5,29,12,10
29/03/2016,10,75,33,10,10
29/03/2016,53,15,31,18,16
29/03/2016,58,44,13,12,15
29/03/2016,24,60,55,20,10
29/03/2016,40,56,43,22,12
29/03/2016,39,60,49,23,10
29/03/2016,42,10,49,19,13
29/03/2016,47,73,58,12,10
29/03/2016,34,47,53,19,12
29/03/2016,9,68,42,12,16
29/03/2016,33,30,37,26,18
29/03/2016,82,47,43,17,10
29/03/2016,20,4,55,18,13
29/03/2016,74,74,43,26,18
29/03/2016,8,36,50,3,18
29/03/2016,39,27,24,2,10
29/03/2016,20,10,19,12,13
29/03/2016,79,79,13,6,15
29/03/2016,67,70,21,7,10
29/03/2016,2,81,42,10,17
29/03/2016,49,69,22,19,11
29/03/2016,40,1,16,6,12
29/03/2016,78,75,28,19,18
29/03/2016,21,69,19,17,16
29/03/2016,9,2,29,13,13
29/03/2016,62,37,35,23,18
29/03/2016,11,20,41,16,15
29/03/2016,64,42,20,18,14
29/03/2016,61,70,3,12,14
29/03/2016,54,41,3,2,18
29/03/2016,59,68,53,23,18
29/03/2016,84,72,55,10,14
29/03/2016,46,85,48,22,11
29/03/2016,15,6,34,20,11
29/03/2016,77,5,25,12,13
29/03/2016,24,6,49,14,17
29/03/2016,12,74,25,7,11
29/03/2016,20,73,20,12,11
29/03/2016,28,46,49,25,17
29/03/2016,6,34,26,22,11
29/03/2016,59,2,49,3,17
29/03/2016,68,27,50,16,15
29/03/2016,35,85,28,7,18
29/03/2016,67,23,9,18,14
29/03/2016,63,59,26,5,11
29/03/2016,13,15,12,26,12
29/03/2016,85,86,42,10,10
29/03/2016,6,64,33,19,11
29/03/2016,2,1,15,9,18
29/03/2016,45,58,1,2,12
29/03/2016,7,65,10,1,18
29/03/2016,79,81,48,6,24
29/03/2016,75,19,42,21,23
29/03/2016,44,43,11,8,20
29/03/2016,64,29,25,5,16
29/03/2016,40,37,33,20,16
29/03/2016,15,59,21,16,16
29/03/2016,47,13,21,12,19
29/03/2016,51,56,39,19,23
29/03/2016,44,42,8,7,21
29/03/2016,69,49,44,10,20
29/03/2016,54,1,22,5,21
29/03/2016,82,31,39,21,21
29/03/2016,4,31,44,3,17
29/03/2016,58,31,10,9,17
29/03/2016,11,88,15,12,20
29/03/2016,21,20,40,15,24
29/03/2016,16,41,21,13,15
29/03/2016,52,15,4,19,23
29/03/2016,61,29,13,11,22
29/03/2016,67,71,14,7,16
29/03/2016,5,37,9,16,18
29/03/2016,35,3,26,17,20
29/03/2016,59,11,37,1,17
29/03/2016,15,71,38,25,16
29/03/2016,66,84,52,9,21
29/03/2016,78,79,10,11,23
29/03/2016,85,84,38,10,20
29/03/2016,20,81,41,25,21
29/03/2016,35,86,12,10,21
29/03/2016,83,83,41,8,24
29/03/2016,17,19,45,8,20
29/03/2016,48,19,1,11,20
29/03/2016,68,37,40,17,25
29/03/2016,18,17,20,17,24
29/03/2016,55,1,15,9,19
29/03/2016,65,50,13,1,22
29/03/2016,72,25,54,15,20
29/03/2016,17,7,32,3,24
29/03/2016,75,41,36,5,21
29/03/2016,52,32,29,21,16
29/03/2016,32,49,6,11,21
29/03/2016,53,15,25,7,18
29/03/2016,20,63,45,6,18
29/03/2016,29,53,14,21,24
29/03/2016,34,80,34,4,22
29/03/2016,66,36,20,23,16
29/03/2016,63,18,10,25,23
29/03/2016,62,79,34,9,26
29/03/2016,53,41,36,15,20
29/03/2016,30,14,60,19,24
29/03/2016,6,5,2,17,23
29/03/2016,21,75,34,16,23
29/03/2016,25,19,13,4,22
29/03/2016,3,58,60,9,20
29/03/2016,81,46,43,19,22
29/03/2016,4,42,15,22,21
29/03/2016,58,44,11,16,22
29/03/2016,56,5,43,26,22
29/03/2016,51,39,15,23,22
29/03/2016,80,33,2,16,18
29/03/2016,30,14,5,12,24
29/03/2016,36,6,59,1,20
29/03/2016,32,58,27,23,24
29/03/2016,82,83,57,6,21
29/03/2016,56,75,5,2,21
29/03/2016,38,43,4,18,20
29/03/2016,42,61,15,9,22
29/03/2016,44,9,13,21,19
29/03/2016,67,53,36,7,23
29/03/2016,5,70,26,18,21
29/03/2016,41,43,21,1,23
29/03/2016,17,2,59,15,15
29/03/2016,72,49,1,4,17
29/03/2016,12,56,15,13,20
29/03/2016,74,63,30,12,23
29/03/2016,13,9,60,17,21
29/03/2016,29,39,54,6,25
29/03/2016,51,17,17,2,16
29/03/2016,5,64,8,12,20
29/03/2016,51,30,26,22,21
29/03/2016,8,85,34,13,18
29/03/2016,43,41,41,16,19
29/03/2016,80,1,31,23,23
29/03/2016,38,35,35,20,21
29/03/2016,4,26,54,15,19
29/03/2016,20,17,17,15,18
29/03/2016,84,63,59,19,19
29/03/2016,11,20,11,8,20
29/03/2016,32,64,11,25,23
29/03/2016,39,39,42,21,18
29/03/2016,2,72,25,7,20
29/03/2016,53,49,8,13,21
29/03/2016,77,47,39,6,20
29/03/2016,52,36,3,15,20
29/03/2016,15,64,29,21,26
29/03/2016,31,83,20,6,24
29/03/2016,77,21,23,2,21
29/03/2016,57,57,43,26,16
29/03/2016,61,76,42,8,18
29/03/2016,25,50,14,16,24
29/03/2016,48,34,49,2,24
29/03/2016,38,16,51,21,17
29/03/2016,35,46,47,13,19
29/03/2016,39,10,49,5,21
29/03/2016,70,20,42,22,20
29/03/2016,59,43,2,20,22
29/03/2016,46,47,42,21,18
29/03/2016,50,25,37,21,25
29/03/2016,57,21,55,12,17
29/03/2016,60,79,6,14,21
29/03/2016,76,57,58,20,18
29/03/2016,63,28,50,15,22
29/03/2016,80,8,40,20,23
29/03/2016,42,74,4,11,19
29/03/2016,5,40,15,24,23
29/03/2016,25,51,5,13,16
29/03/2016,46,85,49,5,24
29/03/2016,26,24,21,21,18
29/03/2016,43,13,30,5,23
29/03/2016,16,49,55,20,22
29/03/2016,73,52,39,5,26
29/03/2016,9,65,50,3,20
29/03/2016,37,45,4,11,23
29/03/2016,75,63,30,24,24
29/03/2016,16,9,14,16,25
29/03/2016,17,10,49,4,20
29/03/2016,24,86,4,25,17
29/03/2016,64,80,50,23,22
29/03/2016,49,69,43,13,15
29/03/2016,49,44,38,20,18
29/03/2016,18,68,42,7,23
29/03/2016,57,85,17,9,20
29/03/2016,80,3,22,12,24
29/03/2016,84,19,21,7,17
29/03/2016,48,58,29,12,15
29/03/2016,64,52,27,21,17
29/03/2016,31,62,43,24,22
29/03/2016,4,57,9,22,16
29/03/2016,79,12,26,6,19
29/03/2016,70,76,55,17,17
29/03/2016,60,43,45,14,19
29/03/2016,42,30,25,11,20
29/03/2016,57,40,26,7,21
29/03/2016,48,18,44,1,24
29/03/2016,79,47,29,1,23
29/03/2016,68,28,8,17,19
29/03/2016,55,49,53,6,21
29/03/2016,40,22,43,23,18
29/03/2016,33,72,46,2,25
29/03/2016,18,1,3,20,20
29/03/2016,53,68,14,25,22
29/03/2016,69,13,17,6,18
29/03/2016,68,33,12,10,22
29/03/2016,83,20,12,9,23
29/03/2016,78,46,52,25,23
29/03/2016,25,35,45,9,21
29/03/2016,60,10,22,8,18
29/03/2016,37,38,8,24,23
29/03/2016,15,74,43,21,15
29/03/2016,60,52,33,12,24
29/03/2016,30,25,13,18,23
29/03/2016,6,9,4,7,15
29/03/2016,72,31,56,25,17
29/03/2016,64,10,30,20,20
29/03/2016,85,13,9,18,23
29/03/2016,38,74,29,16,24
29/03/2016,6,11,3,15,23
29/03/2016,16,87,35,21,18
29/03/2016,52,9,17,21,23
29/03/2016,16,60,37,26,18
29/03/2016,78,11,13,3,18
29/03/2016,17,50,24,19,18
29/03/2016,52,86,3,1,17
29/03/2016,14,20,11,8,19
29/03/2016,19,80,46,11,22
29/03/2016,26,21,53,24,22
29/03/2016,36,55,10,26,26
29/03/2016,57,61,55,22,21
29/03/2016,36,11,46,3,17
29/03/2016,71,14,54,15,17
29/03/2016,21,37,39,25,15
29/03/2016,54,41,35,1,18
29/03/2016,29,73,3,4,19
29/03/2016,5,56,22,1,19
29/03/2016,67,10,23,2,21
29/03/2016,66,26,27,22,23
29/03/2016,8,22,21,24,22
29/03/2016,42,14,42,9,18
30/03/2016,27,30,2,20,14
30/03/2016,34,22,27,9,14
30/03/2016,44,58,35,2,16
30/03/2016,8,5,6,6,13
30/03/2016,34,80,41,16,10
30/03/2016,14,5,25,25,11
30/03/2016,39,46,13,16,18
30/03/2016,1,10,53,10,16
30/03/2016,60,73,21,9,13
30/03/2016,51,88,7,9,12
30/03/2016,2,15,5,4,18
30/03/2016,48,43,1,5,15
30/03/2016,30,73,48,3,18
30/03/2016,12,87,10,15,16
30/03/2016,67,11,44,5,17
30/03/2016,27,10,48,16,13
30/03/2016,56,87,33,6,18
30/03/2016,5,73,19,8,17
30/03/2016,65,3,50,11,12
30/03/2016,49,76,12,10,12
30/03/2016,60,46,45,9,12
30/03/2016,62,82,38,3,10
30/03/2016,61,54,7,26,15
30/03/2016,83,9,56,20,12
30/03/2016,35,42,9,23,14
30/03/2016,24,11,22,9,13
30/03/2016,60,62,7,22,13
30/03/2016,45,52,24,19,18
30/03/2016,64,52,60,18,10
30/03/2016,22,16,35,14,10
30/03/2016,78,49,2,17,13
30/03/2016,50,11,51,11,18
30/03/2016,36,82,37,16,13
30/03/2016,39,36,6,19,14
30/03/2016,34,27,40,1,15
30/03/2016,24,58,1,4,13
30/03/2016,36,16,4,22,11
30/03/2016,62,36,47,6,15
30/03/2016,63,73,5,2,18
30/03/2016,41,86,50,26,12
30/03/2016,21,8,6,19,16
30/03/2016,81,70,44,13,15
30/03/2016,14,76,5,4,15
30/03/2016,66,80,9,23,14
30/03/2016,42,58,51,11,12
30/03/2016,72,71,34,23,15
30/03/2016,23,88,37,25,17
30/03/2016,5,9,27,15,16
30/03/2016,71,70,13,17,15
30/03/2016,67,14,18,23,18
30/03/2016,79,42,21,2,13
30/03/2016,3,59,22,7,10
30/03/2016,39,31,55,8,10
30/03/2016,69,49,23,1,11
30/03/2016,45,87,34,16,16
30/03/2016,28,60,9,20,16
30/03/2016,17,14,38,4,13
30/03/2016,66,19,54,22,10
30/03/2016,41,11,20,17,18
30/03/2016,70,75,19,19,12
30/03/2016,15,19,32,11,14
30/03/2016,9,19,8,19,16
30/03/2016,8,61,13,26,10
30/03/2016,55,38,2,2,16
30/03/2016,74,71,30,2,16
30/03/2016,53,35,4,12,11
30/03/2016,69,9,44,5,14
30/03/2016,17,8,3,14,17
30/03/2016,74,48,44,22,15
30/03/2016,18,2,7,14,18
30/03/2016,49,7,39,4,12
30/03/2016,39,13,33,15,15
30/03/2016,77,47,6,4,18
30/03/2016,44,14,30,23,12
30/03/2016,76,10,4,23,10
30/03/2016,46,45,44,24,10
30/03/2016,47,30,24,22,16
30/03/2016,68,40,24,18,13
30/03/2016,40,26,12,12,17
30/03/2016,77,60,25,18,12
30/03/2016,84,88,47,9,13
30/03/2016,17,40,19,18,15
30/03/2016,4,72,17,21,18
30/03/2016,61,28,58,11,14
30/03/2016,59,30,11,11,11
30/03/2016,71,25,22,12,15
30/03/2016,51,6,49,12,15
30/03/2016,83,79,41,22,12
30/03/2016,66,73,52,5,17
30/03/2016,57,19,33,1,14
30/03/2016,53,4,27,26,15
30/03/2016,49,19,59,17,17
30/03/2016,5,3,12,13,11
30/03/2016,75,12,20,24,18
30/03/2016,18,66,37,15,12
30/03/2016,56,72,41,21,14
30/03/2016,19,61,52,22,14
30/03/2016,16,78,13,10,12
30/03/2016,66,58,50,24,11
30/03/2016,31,46,22,1,14
30/03/2016,47,22,56,26,10
30/03/2016,66,35,55,15,18
30/03/2016,57,78,17,25,13
30/03/2016,34,69,11,3,17
30/03/2016,79,12,53,23,17
30/03/2016,81,53,19,13,12
30/03/2016,76,35,34,7,18
30/03/2016,17,70,3,7,16
30/03/2016,78,42,44,11,11
30/03/2016,47,44,54,19,12
30/03/2016,66,21,34,21,12
30/03/2016,47,4,33,13,16
30/03/2016,29,12,6,2,14
30/03/2016,9,76,54,2,11
30/03/2016,63,81,57,13,18
30/03/2016,33,41,5,9,14
30/03/2016,39,84,17,7,10
30/03/2016,15,57,6,6,17
30/03/2016,33,19,17,25,12
30/03/2016,4,77,10,13,17
30/03/2016,23,30,38,11,11
30/03/2016,50,49,4,17,18
30/03/2016,3,80,4,8,12
30/03/2016,61,76,39,23,12
30/03/2016,71,6,59,15,10
30/03/2016,41,19,50,21,14
30/03/2016,51,19,43,19,10
30/03/2016,14,11,1,11,11
30/03/2016,78,64,8,13,14
30/03/2016,31,3,22,23,10
30/03/2016,72,68,27,11,11
30/03/2016,67,71,3,1,17
30/03/2016,12,19,26,7,10
